LAST_NAME;PERSONAL_PHOTO;NAME;SECOND_NAME;WORK_POSITION;EMAIL;PERSONAL_BIRTHDAY;PERSONAL_GENDER;WORK_PHONE;UF_PHONE_INNER;PERSONAL_MOBILE;PERSONAL_ICQ;LOGIN;IBLOCK_SECTION_NAME_1;IBLOCK_SECTION_NAME_2;IBLOCK_SECTION_NAME_3;IBLOCK_SECTION_NAME_4
Êëèìîâà;045/48b.jpg;Èðèíà;Íèêîëàåâíà;þðèñò;i.klimova@example.com;03.10.1978;F;8 (495) 652-35-83;739;8 (495) 732-35-91;658-831-836;i.klimova;Íîâîñèáèðñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Ëîìàåâà;950/49b.jpg;Ñâåòëàíà;Ôåäîðîâíà;þðèñò;s.lomaeva@example.com;04.10.1977;F;8 (495) 873-98-25;373;8 (495) 782-94-71;548-245-094;s.lomaeva;Íîâîñèáèðñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
×åðíîâà;ff1/50b.jpg;Òàìàðà;Ôåäîðîâíà;þðèñò;t.chernova@example.com;05.10.1975;F;8 (495) 228-93-12;629;8 (495) 739-34-81;789-933-821;t.chernova;Íîâîñèáèðñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Äèæáàê;3e4/51b.jpg;Åëåíà;Âèêòîðîâíà;þðèñò;e.dizhbak@example.com;06.10.1973;F;8 (495) 358-87-72;744;8 (495) 621-83-82;781-328-921;e.dizhbak;Íîâîñèáèðñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Íèêèòèí;58c/56b.jpg;Àíäðåé;Âÿ÷åñëàâîâè÷;îõðàííèê;a.nikitin@example.com;07.10.1980;M;8 (495) 735-83-65;621;8 (495) 561-78-72;763-983-153;a.nikitin;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ñþãàåâ;475/200524266-002.gif;Àëåêñàíäð;Âÿ÷åñëàâîâè÷;îõðàííèê;a.syugaev@example.com;08.10.1975;M;8 (495) 211-89-35;852;8 (495) 736-72-76;723-831-932;a.syugaev;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Òèòîðîâ;218/58b.jpg;Äìèòðèé;Áîðèñîâè÷;îõðàííèê;d.titorov@example.com;09.10.1976;M;8 (495) 657-67-83;571;8 (495) 367-94-35;678-894-831;d.titorov;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Òðàïåçíèêîâ;4bf/60b.gif;Âèêòîð;Àëåêñàíäðîâè÷;îõðàííèê;v.trapeznikov@example.com;10.10.1975;M;8 (495) 575-27-89;632;8 (495) 572-94-98;653-842-374;v.trapeznikov;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Õîëçàêîâ;2e3/3700-003588.gif;Àëåêñàíäð;Âëàäèìèðîâè÷;íà÷àëüíèê ñëóæáû áåçîïàñíîñòè;a.holzakov@example.com;11.10.1975;M;8 (495) 783-95-83;781;8 (495) 769-35-84;378-943-337;a.holzakov;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ëîìîâà;118/52b.jpg;Íàòàëüÿ;Âàëåíòèíîâíà;îôèñ-ìåíåäæåð;n.lomova@example.com;12.10.1979;F;8 (495) 622-89-72;736;8 (495) 423-98-76;832-828-916;n.lomova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ìàòåðèàëüíî-òåõíè÷åñêîãî îáåñïå÷åíèÿ;;
Ëÿõîâè÷;c59/53b.jpg;Àëåâòèíà;Ìèõàéëîâíà;îôèñ-ìåíåäæåð;a.lyahovich@example.com;13.10.1980;F;8 (495) 732-97-82;481;8 (495) 749-94-94;490-328-984;a.lyahovich;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ìàòåðèàëüíî-òåõíè÷åñêîãî îáåñïå÷åíèÿ;;
Ìèõàéëîâà;2d9/54b.jpg;Ñîôüÿ;Ñåðãååâíà;îôèñ-ìåíåäæåð;s.mihajlova@example.com;14.10.1981;F;8 (495) 317-84-72;7320;8 (495) 622-72-82;673-832-212;s.mihajlova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ìàòåðèàëüíî-òåõíè÷åñêîãî îáåñïå÷åíèÿ;;
Íåìöîâà;ebf/55b.jpg;Îëüãà;Ìèõàéëîâíà;îôèñ-ìåíåäæåð;o.nemcova@example.com;15.10.1976;F;8 (495) 833-83-35;745;8 (495) 732-73-72;278-985-821;o.nemcova;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ìàòåðèàëüíî-òåõíè÷åñêîãî îáåñïå÷åíèÿ;;
Òåëåãèíà;f3a/56b.jpg;Ìàðèàííà;Âèêòîðîâíà;îôèñ-ìåíåäæåð;m.telegina@example.com;16.10.1979;F;8 (495) 623-83-83;381;8 (495) 627-93-78;722-832-818;m.telegina;Íîâîñèáèðñêèé ôèëèàë;Îòäåë ìàòåðèàëüíî-òåõíè÷åñêîãî îáåñïå÷åíèÿ;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
